symbol,company,anex,acqName,date,pid,tkdAcqm,buyValue,sellValue,buyQuantity,sellquantity,secType,secAcq,did,tdpTransactionType,tdpDerivativeContractType,xbrl,personCategory,befAcqSharesNo,befAcqSharesPer,secVal,securitiesTypePost,afterAcqSharesNo,afterAcqSharesPer,acqfromDt,acqtoDt,intimDt,acqMode,derivativeType,exchange,remarks
INFIBEAM,Infibeam Avenues Limited,7(2),Infibeam Employee Welfare Trust,17-Jul-2025 19:18,1185311,,0,0,0,0,Equity Shares,3089438,546926,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185311_1485875_17072025071803_WEB.xml,Other,12311642,0.44,15447190,Equity Shares,15401080,0.44,16-Jul-2025,16-Jul-2025,17-Jul-2025,Others,-,NA,-
INFIBEAM,Infibeam Avenues Limited,7(2),Varini V. Patel,17-Jul-2025 19:18,1185311,,0,0,0,0,Equity Shares,16555196,546924,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185311_1485875_17072025071803_WEB.xml,Immediate relative,65973694,2.37,82775980,Equity Shares,82528890,2.37,16-Jul-2025,16-Jul-2025,17-Jul-2025,Others,-,NA,-
FONEBOX,Fonebox Retail Limited,7(2),RUSHI MANISHKUMAR PATEL,17-Jul-2025 17:05,1185308,,0,0,0,0,Equity Shares,4000,546920,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185308_1485530_17072025050544_WEB.xml,Immediate relative,Nil,0,366000,Equity Shares,4000,0.04,15-Jul-2025,16-Jul-2025,17-Jul-2025,Market Purchase,-,NSE,-
NAUKRI,Info Edge (India) Limited,7(2),Info Edge Employees Stock Option Plan Trust,17-Jul-2025 16:43,1185306,,0,0,0,0,Equity Shares,654,546918,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185306_1485489_17072025044310_WEB.xml,Other,575804,0.09,1308,Equity Shares,575150,0.09,16-Jul-2025,16-Jul-2025,16-Jul-2025,ESOP,-,NA,-
HOMESFY,Homesfy Realty Limited,7(2),Ashish Kukreja,17-Jul-2025 14:53,1185304,,0,0,0,0,Equity Shares,1800,546916,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185304_1485264_17072025025350_WEB.xml,Promoters,1514712,46.95,534060,Equity Shares,1516512,47,15-Jul-2025,16-Jul-2025,17-Jul-2025,Market Purchase,-,NSE,-
SUNREST,Sunrest Lifescience Limited,7(2),AMITBHAI SHAMBHULAL THAKKAR,17-Jul-2025 14:11,1185301,,0,0,0,0,Equity Shares,99200,546913,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185301_1485187_17072025021139_WEB.xml,Promoters,749000,17.45,4999680,Equity Shares,649800,15.14,16-Jul-2025,16-Jul-2025,17-Jul-2025,Market Sale,-,NSE,-
SDBL,Som Distilleries & Breweries Limited,7(2),DEEPAK ARORA,17-Jul-2025 14:02,1185299,,0,0,0,0,Equity Shares,10000,546911,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185299_1485178_17072025020205_WEB.xml,Promoters,4497525,2.16,1407679,Equity Shares,4507525,2.17,04-Jun-2025,04-Jun-2025,16-Jul-2025,Market Purchase,-,NSE,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Jaimin Kailash Gupta,16-Jul-2025 23:19,1185297,,0,0,0,0,Equity Shares,4588143,546907,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185297_1484883_16072025111908_WEB.xml,Other,8812561,34.2,115208270,Equity Shares,13400704,52.01,09-Jul-2025,10-Jul-2025,14-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Mr. Tarachand Gangasahay Agrawal,16-Jul-2025 23:19,1185297,,0,0,0,0,Equity Shares,1172990,546908,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185297_1484883_16072025111908_WEB.xml,Other,Nil,0,29453779,Equity Shares,1172990,4.55,09-Jul-2025,10-Jul-2025,14-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Qmin Industries Limited,16-Jul-2025 23:19,1185297,,0,0,0,0,Equity Shares,2111382,546909,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185297_1484883_16072025111908_WEB.xml,Other,224279,0.87,53016802,Equity Shares,2335561,9.07,09-Jul-2025,10-Jul-2025,14-Jul-2025,Off Market,-,NA,-
M&M,Mahindra & Mahindra Limited,7(2),Puneet Mehta,16-Jul-2025 21:17,1185295,,0,0,0,0,Equity Shares,1500,546903,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185295_1484854_16072025091705_WEB.xml,Employees/Designated Employees,13271,0,4694475,Equity Shares,14771,0,15-Jul-2025,15-Jul-2025,16-Jul-2025,ESOP,-,NA,-
GENUSPOWER,Genus Power Infrastructures Limited,7(2),SHARDA TODI,16-Jul-2025 14:47,1185292,,0,0,0,0,Equity Shares,1600000,546899,Pledge,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185292_1484108_16072025024734_WEB.xml,Promoters,2369927,0.78,579600000,Equity Shares,2369927,0.78,11-Jul-2025,11-Jul-2025,14-Jul-2025,Pledge Creation,-,NA,-
M&M,Mahindra & Mahindra Limited,7(2),Ninad Butala,15-Jul-2025 20:57,1185290,,0,0,0,0,Equity Shares,566,546896,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185290_1483706_15072025085745_WEB.xml,Employees/Designated Employees,Nil,0,1771382,Equity Shares,566,0,15-Jul-2025,15-Jul-2025,15-Jul-2025,ESOP,-,NA,-
M&M,Mahindra & Mahindra Limited,7(2),Alok Kumar,15-Jul-2025 20:57,1185290,,0,0,0,0,Equity Shares,1524,546897,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185290_1483706_15072025085745_WEB.xml,Employees/Designated Employees,29413,0,4769587,Equity Shares,30937,0,15-Jul-2025,15-Jul-2025,15-Jul-2025,ESOP,-,NA,-
M&M,Mahindra & Mahindra Limited,7(2),Mahindra & Mahindra Employees' Stock Option Trust,15-Jul-2025 20:57,1185290,,0,0,0,0,Equity Shares,10654,546895,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185290_1483706_15072025085745_WEB.xml,Other,42531238,3.42,53270,Equity Shares,42520584,3.42,15-Jul-2025,15-Jul-2025,15-Jul-2025,ESOP,-,NA,-
M&MFIN,Mahindra & Mahindra Financial Services Limited,7(2),Mahindra & Mahindra Financial Services Limited Employees' Stock Option Trust,15-Jul-2025 18:35,1185288,,0,0,0,0,Equity Shares,5793,546891,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185288_1483504_15072025063542_WEB.xml,Other,637542,0.05,1553393,Equity Shares,631749,0.05,14-Jul-2025,14-Jul-2025,15-Jul-2025,ESOP,-,NA,-
IKS,Inventurus Knowledge Solutions Limited,7(2),Dinesh Rijhwani,15-Jul-2025 18:04,1185286,,0,0,0,0,Equity Shares,6000,546889,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185286_1483434_15072025060417_WEB.xml,-,12000,0.01,1885800,Equity Shares,18000,0.01,14-Jul-2025,14-Jul-2025,14-Jul-2025,ESOP,-,NA,-
IDEAFORGE,Ideaforge Technology Limited,7(2),Amol Suryawanshi,15-Jul-2025 14:56,1185284,,0,0,0,0,Equity Shares,2586,546887,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185284_1482989_15072025025630_WEB.xml,-,12435,0.03,1519986,Equity Shares,15021,0.03,14-Jun-2025,14-Jun-2025,15-Jul-2025,ESOP,-,NA,-
HIGREEN,Hi-Green Carbon Limited,7(2),KRUPA CHETANKUMAR DETHARIYA,15-Jul-2025 13:05,1185282,,0,0,0,0,Equity Shares,4800,546885,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185282_1482878_15072025010524_WEB.xml,Promoters,1100000,4.4,-,Equity Shares,1104800,4.42,10-Jul-2025,10-Jul-2025,12-Jul-2025,Market Purchase,-,NSE,-
NIITMTS,Niit Learning Systems Limited,7(2),Devenderjit Singh Chadha,14-Jul-2025 21:17,1185280,,0,0,0,0,Equity Shares,25000,546881,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185280_1482603_14072025091724_WEB.xml,-,Nil,0,1372250,Equity Shares,25000,0.02,09-Jul-2025,09-Jul-2025,10-Jul-2025,ESOP,-,NA,-
NIITMTS,Niit Learning Systems Limited,7(2),Rajan Venkataraman,14-Jul-2025 21:17,1185280,,0,0,0,0,Equity Shares,105000,546882,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185280_1482603_14072025091724_WEB.xml,-,1,0,5683450,Equity Shares,105001,0.08,09-Jul-2025,09-Jul-2025,10-Jul-2025,ESOP,-,NA,-
NIITMTS,Niit Learning Systems Limited,7(2),Sapnesh Kumar Lalla,14-Jul-2025 21:17,1185280,,0,0,0,0,Equity Shares,57000,546883,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185280_1482603_14072025091724_WEB.xml,Key Managerial Personnel,575052,0.42,3094040,Equity Shares,632052,0.46,09-Jul-2025,09-Jul-2025,10-Jul-2025,ESOP,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Bela Shah,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,1361,546865,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoters,1361,0.01,34174,Equity Shares,Nil,0,09-Jul-2025,09-Jul-2025,11-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Rajesh Arora,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,360140,546849,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoter Group,360140,1.54,9043115,Equity Shares,Nil,0,09-Jul-2025,09-Jul-2025,11-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Bhansali Tradelink Private Limited,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,62500,546877,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoter Group,62500,0.27,1569375,Equity Shares,Nil,0,10-Jul-2025,10-Jul-2025,12-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Vee Bee Textiles Private Limited,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,140000,546876,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoter Group,140000,0.6,3515400,Equity Shares,Nil,0,09-Jul-2025,09-Jul-2025,11-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Rentex Weavers Ltd.,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,569850,546875,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoter Group,569850,2.43,14308933,Equity Shares,Nil,0,09-Jul-2025,09-Jul-2025,11-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Sushilaben Shah,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,1086,546851,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoters,1086,0,27269,Equity Shares,Nil,0,10-Jul-2025,10-Jul-2025,12-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Rita Arora,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,156104,546852,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoters,156104,0.67,3919771,Equity Shares,Nil,0,09-Jul-2025,09-Jul-2025,11-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Rajesh Arora,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,248816,546853,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoters,248816,1.06,6247770,Equity Shares,Nil,0,09-Jul-2025,09-Jul-2025,11-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Renu V. Arora,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,4419,546854,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoters,4419,0.02,110961,Equity Shares,Nil,0,09-Jul-2025,09-Jul-2025,11-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),T.P. Vinodkumar,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,6636,546855,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoters,6636,0.03,166629,Equity Shares,Nil,0,09-Jul-2025,09-Jul-2025,11-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Preeti N. Arora,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,1896,546856,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoters,1896,0.01,47608,Equity Shares,Nil,0,09-Jul-2025,09-Jul-2025,11-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Shikha P. Arora,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,1896,546857,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoters,1896,0.01,47608,Equity Shares,Nil,0,09-Jul-2025,09-Jul-2025,11-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Nipun Arora,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,54975,546858,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoters,54975,0.23,1380422,Equity Shares,Nil,0,10-Jul-2025,10-Jul-2025,12-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Pankaj Arora,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,44925,546859,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoters,44925,0.19,1128066,Equity Shares,Nil,0,10-Jul-2025,10-Jul-2025,12-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Vinod P. Arora,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,24861,546860,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoters,24861,0.11,624259,Equity Shares,Nil,0,09-Jul-2025,09-Jul-2025,11-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Pari Bhogilal Laxmichand,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,2687,546861,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoters,2687,0.01,67471,Equity Shares,Nil,0,09-Jul-2025,09-Jul-2025,11-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Ashish Virendrabhai Shah,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,1944,546862,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoters,1944,0.01,48813,Equity Shares,Nil,0,09-Jul-2025,09-Jul-2025,11-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Kalpesh Shah,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,1739,546863,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoters,1739,0.01,43666,Equity Shares,Nil,0,09-Jul-2025,09-Jul-2025,11-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Parul Shah,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,1591,546864,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoters,1591,0.01,39950,Equity Shares,Nil,0,09-Jul-2025,09-Jul-2025,11-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Shah Kalpesh Virendrabhai Huf,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,1204,546850,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoters,1204,0.01,30232,Equity Shares,Nil,0,10-Jul-2025,10-Jul-2025,12-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Pankil Kalpeshbhai Shah Huf,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,838,546866,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoters,838,0,21042,Equity Shares,Nil,0,09-Jul-2025,09-Jul-2025,11-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Karishma Pankilbhai Shah,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,411,546867,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoters,411,0,10320,Equity Shares,Nil,0,09-Jul-2025,09-Jul-2025,11-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Pankil K. Shah,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,1008,546868,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoters,1008,0,25311,Equity Shares,Nil,0,09-Jul-2025,09-Jul-2025,11-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Pee Vee Synthetics Pvt. Ltd.,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,52778,546869,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoter Group,52778,0.23,1325255,Equity Shares,Nil,0,09-Jul-2025,09-Jul-2025,11-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),V. B. Investment Pvt. Ltd.,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,2320900,546870,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoter Group,2320900,9.89,58277799,Equity Shares,Nil,0,10-Jul-2025,10-Jul-2025,12-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Kashvi Investments Pvt.Ltd.,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,1388200,546871,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoter Group,1388200,5.92,34857702,Equity Shares,Nil,0,10-Jul-2025,10-Jul-2025,12-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Twenty First Century Marketing Ltd.,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,1154250,546872,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoter Group,1154250,4.92,28983217,Equity Shares,Nil,0,10-Jul-2025,10-Jul-2025,12-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Shipa Fabrics Pvt. Ltd.,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,685900,546873,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoter Group,685900,2.92,17222949,Equity Shares,Nil,0,09-Jul-2025,09-Jul-2025,11-Jul-2025,Off Market,-,NA,-
AARVEEDEN,Aarvee Denims & Exports Limited,7(2),Ennbee Textiles Pvt. Ltd.,14-Jul-2025 17:52,1185278,,0,0,0,0,Equity Shares,579600,546874,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml,Promoter Group,579600,2.47,14553756,Equity Shares,Nil,0,09-Jul-2025,09-Jul-2025,11-Jul-2025,Off Market,-,NA,-
IKS,Inventurus Knowledge Solutions Limited,7(2),ELISE MARIE MENKE,14-Jul-2025 16:10,1185276,,0,0,0,0,Equity Shares,4650,546819,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185276_1482122_14072025041007_WEB.xml,-,Nil,0,3832623,Equity Shares,4650,0,11-Jul-2025,11-Jul-2025,11-Jul-2025,ESOP,-,NA,-
IKS,Inventurus Knowledge Solutions Limited,7(2),DEVAL PRAKASH MAJMUDAR,14-Jul-2025 16:10,1185276,,0,0,0,0,Equity Shares,15000,546818,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185276_1482122_14072025041007_WEB.xml,-,316286,0.18,1125000,Equity Shares,331286,0.19,11-Jul-2025,11-Jul-2025,11-Jul-2025,ESOP,-,NA,-
IKS,Inventurus Knowledge Solutions Limited,7(2),CHAITANYA KULKARNI,14-Jul-2025 16:10,1185276,,0,0,0,0,Equity Shares,2400,546817,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185276_1482122_14072025041007_WEB.xml,-,Nil,0,1978128,Equity Shares,2400,0,11-Jul-2025,11-Jul-2025,11-Jul-2025,ESOP,-,NA,-
LLOYDS,Lloyds Luxuries Limited,7(2),Sushant J Mishra,14-Jul-2025 12:23,1185273,,0,0,0,0,Equity Shares,10000,546812,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185273_1481858_14072025122341_WEB.xml,Employees/Designated Employees,10360,0.04,988000,Equity Shares,360,0,28-May-2025,08-Jul-2025,10-Jul-2025,Market Sale,-,-,-
NEWJAISA,Newjaisa Technologies Limited,7(2),Mukunda Raghavendra,14-Jul-2025 10:56,1185270,,0,0,0,0,Equity Shares,31500,546810,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185270_1481777_14072025105625_WEB.xml,Promoters,1003562,2.84,1046092,Equity Shares,972062,2.74,09-Jul-2025,09-Jul-2025,10-Jul-2025,Market Sale,-,NSE,-
M&M,Mahindra & Mahindra Limited,7(2),Ami Goda,12-Jul-2025 19:34,1185268,,0,0,0,0,Equity Shares,200,546808,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185268_1481696_12072025073425_WEB.xml,Employees/Designated Employees,1418,0,619597,Equity Shares,1218,0,13-May-2025,13-May-2025,11-Jul-2025,Market Sale,-,BSE,-
PIGL,Power & Instrumentation (Gujarat) Limited,7(2),POWER INFRA CONS PRIVATE LIMITED,12-Jul-2025 16:38,1185265,,0,0,0,0,Warrants,200000,546803,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185265_1481619_12072025043839_WEB.xml,Promoter Group,490000,2.31,12562500,Warrants,290000,1.37,10-Jul-2025,10-Jul-2025,12-Jul-2025,Conversion of security,-,NA,-
PIGL,Power & Instrumentation (Gujarat) Limited,7(2),POWER INFRA CONS PRIVATE LIMITED,12-Jul-2025 16:38,1185265,,0,0,0,0,Equity Shares,200000,546804,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185265_1481619_12072025043839_WEB.xml,Promoter Group,1160000,5.48,15750000,Equity Shares,1360000,6.42,10-Jul-2025,10-Jul-2025,12-Jul-2025,Conversion of security,-,NA,-
PIGL,Power & Instrumentation (Gujarat) Limited,7(2),POWER INFRA CONS PRIVATE LIMITED,12-Jul-2025 16:38,1185265,,0,0,0,0,Warrants,200000,546805,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185265_1481619_12072025043839_WEB.xml,Promoter Group,490000,2.31,12562500,Warrants,290000,1.37,10-Jul-2025,10-Jul-2025,12-Jul-2025,Conversion of security,-,NA,-
PIGL,Power & Instrumentation (Gujarat) Limited,7(2),POWER INFRA CONS PRIVATE LIMITED,12-Jul-2025 16:38,1185265,,0,0,0,0,Equity Shares,200000,546806,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185265_1481619_12072025043839_WEB.xml,Promoter Group,1160000,5.48,15750000,Equity Shares,1360000,6.42,10-Jul-2025,10-Jul-2025,12-Jul-2025,Conversion of security,-,NA,-
RILINFRA,Rachana Infrastructure Limited,7(2),GIRISHKUMAR OCHCHHAVLAL RAVAL,12-Jul-2025 15:58,1185263,,0,0,0,0,Equity Shares,2700,546798,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185263_1481573_12072025035821_WEB.xml,Promoters,5901881,31.72,109242,Equity Shares,5904581,31.74,11-Jul-2025,11-Jul-2025,12-Jul-2025,Market Purchase,-,NSE,-
M&M,Mahindra & Mahindra Limited,7(2),Ashish Sophat,11-Jul-2025 23:49,1185261,,0,0,0,0,Equity Shares,300,546796,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185261_1481408_11072025114931_WEB.xml,Employees/Designated Employees,3202,0,907863,Equity Shares,2902,0,09-May-2025,09-May-2025,11-Jul-2025,Market Sale,-,NSE,-
MASTEK,Mastek Limited,7(2),Raman Sapra,11-Jul-2025 19:39,1185259,,0,0,0,0,Equity Shares,2652,546793,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185259_1481300_11072025073912_WEB.xml,Employees/Designated Employees,30498,0.1,13260,Equity Shares,33150,0.11,11-Jul-2025,11-Jul-2025,11-Jul-2025,ESOP,-,NA,-
MASTEK,Mastek Limited,7(2),Priyanka Agarwal,11-Jul-2025 19:39,1185259,,0,0,0,0,Equity Shares,10,546794,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185259_1481300_11072025073912_WEB.xml,Employees/Designated Employees,Nil,0,50,Equity Shares,10,0,11-Jul-2025,11-Jul-2025,11-Jul-2025,ESOP,-,NA,-
VINCOFE,Vintage Coffee And Beverages Limited,7(2),Balakrishna Tati,11-Jul-2025 18:21,1185257,,0,0,0,0,Equity Shares,5000000,546790,Pledge,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185257_1481189_11072025062107_WEB.xml,Promoters,19769586,15.2,672500000,Equity Shares,19769586,15.2,09-Jul-2025,11-Jul-2025,11-Jul-2025,Pledge Creation,-,NA,-
HOMESFY,Homesfy Realty Limited,7(2),Ashish Kukreja,11-Jul-2025 17:13,1185255,,0,0,0,0,Equity Shares,300,546788,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185255_1481051_11072025051343_WEB.xml,Promoters,1514412,46.94,87000,Equity Shares,1514712,46.95,10-Jul-2025,11-Jul-2025,11-Jul-2025,Market Purchase,-,NSE,-
SHRENIK,Shrenik Limited,7(2),Shrenik Sudhir Vimawala,11-Jul-2025 16:28,1185253,,0,0,0,0,Equity Shares,2510320,546786,Pledge Invoke,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185253_1480952_11072025042802_WEB.xml,Director,156666159,25.6,1520742,Equity Shares,154155839,25.18,22-Mar-2025,26-Jun-2025,11-Jul-2025,Invocation of pledge,-,NSE,-
